title,platform,score,genre,release_year,release_month,Game_genre_rate,Prop_of_genre_on_platf,Mean_score_per_genre
SAS: Secure Tomorrow,PC,6.0,Shooter,2008,11,0.842,0.102,7.097
Dragon Ball Z: Infinite World,PlayStation 2,3.5,Fighting,2008,11,0.496,0.052,7.046
Sonic Unleashed,PlayStation 2,7.0,Platformer,2008,11,0.969,0.033,7.045
Cake Mania: Baker's Challenge,PlayStation 2,7.0,Strategy,2008,11,0.961,0.029,7.362
Age of Booty,PlayStation 3,7.5,Strategy,2008,11,1.029,0.026,7.269
Forgotten Worlds,Genesis,6.0,Shooter,2008,11,0.842,0.102,7.0
Wonder Pets! Save the Animals!,Nintendo DS,4.0,Adventure,2008,12,0.569,0.096,6.305
Europa Universalis: Rome -- Vae Victis,PC,7.5,Strategy,2008,12,1.029,0.153,7.314
Ener-G: Dance Squad,Nintendo DS,7.2,Music,2008,12,1.034,0.03,6.5
Tak: Mojo Mistake,Nintendo DS,7.3,Action,2008,12,1.06,0.244,6.216
Pitfall: the Mayan Adventure,Sega 32X,5.0,Platformer,2008,12,0.692,0.188,6.0
Kingdom Hearts RE:  Chain of Memories,PlayStation 2,8.4,RPG,2008,12,1.112,0.048,7.442
History -- Civil War: Secret Missions,PC,5.5,Shooter,2008,11,0.772,0.102,7.097
Age of Empires: Mythologies,Nintendo DS,8.6,Strategy,2008,11,1.18,0.048,6.88
Disney Sing It,PlayStation 3,6.2,Music,2008,11,0.89,0.044,7.17
Zenses: Ocean Edition,Nintendo DS,6.0,Adventure,2008,11,0.853,0.096,6.305
Aerolite,iPhone,7.0,Shooter,2008,11,0.982,0.076,6.996
Fieldrunners,iPhone,8.0,Strategy,2008,11,1.098,0.071,7.535
The Last Remnant,Xbox 360,5.3,RPG,2008,11,0.702,0.047,7.666
History -- Civil War: Secret Missions,PlayStation 3,5.0,Shooter,2008,11,0.702,0.135,7.219
Zenses: Rainforest Edition,Nintendo DS,6.6,Adventure,2008,11,0.939,0.096,6.305
Karaoke Revolution Presents American Idol Encore 2,Wii,5.3,Music,2008,11,0.761,0.046,6.56
Bolt,Wii,5.1,Platformer,2008,11,0.706,0.07,7.043
Virtua Fighter,Sega 32X,8.0,Fighting,2008,11,1.133,0.25,5.45
Bolt,PlayStation 2,5.1,Platformer,2008,11,0.706,0.033,7.045
Need for Speed Undercover,Wireless,7.9,Racing,2008,11,1.158,0.071,6.85
Castlevania Judgment,Wii,7.5,Fighting,2008,11,1.063,0.035,6.6
Sonic Unleashed,Wii,7.2,Action,2008,11,1.046,0.268,6.478
Naruto: The Broken Bond,Xbox 360,8.3,Action,2008,11,1.206,0.298,6.877
Need for Speed Undercover,PlayStation 3,4.0,Racing,2008,11,0.587,0.062,7.101
Need for Speed Undercover,Wii,4.8,Racing,2008,11,0.704,0.057,5.287
Boogerman: A Pick & Flick Adventure,Wii,6.0,Platformer,2008,12,0.831,0.07,7.043
Boogerman: A Pick & Flick Adventure,Genesis,6.0,Platformer,2008,12,0.831,0.153,6.033
Neverwinter Nights 2: Storm of Zehir,PC,8.3,RPG,2008,12,1.099,0.092,7.66
Rayman Raving Rabbids TV Party,Nintendo DS,4.0,Party,2008,12,0.678,0.024,6.064
Brain Challenge,PlayStation 3,7.2,Puzzle,2008,12,1.011,0.036,7.238
Guitar Hero: Aerosmith,PC,7.0,Music,2008,12,1.005,0.005,6.535
World of Warcraft: Wrath of the Lich King (Collector's Edition),PC,9.0,RPG,2008,11,1.192,0.092,7.66
Tomb Raider Underworld,Wii,6.5,Action,2008,11,0.944,0.268,6.478
Cosmic Carnage,Sega 32X,3.0,Fighting,2008,11,0.425,0.25,5.45
Cooking Mama: World Kitchen,Wii,7.0,Simulation,2008,11,1.022,0.027,6.327
Zoo Vet: Endangered Animals,Nintendo DS,6.5,Simulation,2008,11,0.949,0.075,5.874
Super Street Fighter II Turbo HD Remix,Xbox 360,8.7,Fighting,2008,11,1.233,0.048,7.414
Need for Speed Undercover,PlayStation Portable,5.5,Racing,2008,11,0.807,0.103,6.565
Ben Stein: It's Trivial,iPhone,7.5,Trivia,2008,11,1.209,0.011,6.99
MySims Kingdom,Wii,7.3,Simulation,2008,11,1.066,0.027,6.327
Six Flags Fun Park,Nintendo DS,3.5,Action,2008,11,0.508,0.244,6.216
Forgotten Worlds,Wii,6.0,Shooter,2008,11,0.842,0.073,6.48
Rayman Raving Rabbids TV Party,Wii,7.0,Party,2008,11,1.186,0.025,5.156
Madagascar: Escape 2 Africa,PC,4.3,Platformer,2008,11,0.595,0.017,7.474
Shaun White Snowboarding (Target Edition),Xbox 360,7.2,Sports,2008,11,1.023,0.115,7.271
Space Invaders: The Original Game,Wii,4.0,Action,2008,11,0.581,0.268,6.478
Pro Evolution Soccer 2009,PlayStation 3,7.2,Sports,2008,11,1.023,0.113,7.518
World of Warcraft: Wrath of the Lich King,PC,9.0,RPG,2008,11,1.192,0.092,7.66
Prince of Persia,PC,9.3,Platformer,2008,11,1.288,0.017,7.474
Pro Evolution Soccer 2009,Xbox 360,7.2,Sports,2008,11,1.023,0.115,7.271
Prince of Persia,Xbox 360,9.3,Platformer,2008,11,1.288,0.029,7.592
MLB Superstars,Wii,2.8,Sports,2008,11,0.398,0.123,6.013
Tomb Raider Underworld,PC,8.0,Action,2008,11,1.162,0.243,7.019
The Price Is Right,iPhone,8.0,Trivia,2008,11,1.289,0.011,6.99
Tony Hawk's Motion Featuring Hue Pixel Painter,Nintendo DS,4.5,Sports,2008,11,0.639,0.065,5.91
Super Street Fighter II Turbo HD Remix,PlayStation 3,8.7,Fighting,2008,11,1.233,0.055,7.634
NPPL: Championship Paintball 2009,PlayStation 3,4.9,Pinball,2008,11,0.75,0.004,7.6
Animal Boxing,Nintendo DS,5.6,Sports,2008,11,0.796,0.065,5.91
The Legend of Spyro: Dawn of the Dragon,Wii,7.0,Platformer,2008,12,0.969,0.07,7.043
Legendary,PC,2.5,Shooter,2008,12,0.351,0.102,7.097
Rygar: The Battle of Argus,Wii,6.1,Action,2008,12,0.886,0.268,6.478
The Legend of Spyro: Dawn of the Dragon,PlayStation 3,7.3,Platformer,2008,12,1.011,0.043,7.779
Exit DS,Nintendo DS,6.5,Puzzle,2008,12,0.913,0.083,6.59
Monopoly,Xbox 360,7.0,Board,2008,12,1.059,0.013,6.186
Alternate Endings,iPhone,8.5,Adventure,2008,12,1.209,0.068,7.744
Saints Row 2,Wireless,6.0,Action,2008,12,0.871,0.296,7.055
Monopoly,PlayStation 2,7.0,Board,2008,12,1.059,0.005,5.925
Doom (1993),Sega 32X,5.0,Shooter,2008,12,0.702,0.188,6.333
Petz: Monkeyz House,Nintendo DS,5.5,Virtual Pet,2008,12,0.913,0.037,6.132
Neopets Puzzle Adventure,PC,7.6,Puzzle,2008,12,1.067,0.028,7.075
The King of Fighters Collection: The Orochi Saga,Wii,7.4,Fighting,2008,12,1.048,0.035,6.6
Candace Kane's Candy Factory,Wii,5.2,Puzzle,2008,12,0.73,0.073,6.325
Super Stardust Portable,PlayStation Portable,6.5,Shooter,2008,12,0.912,0.06,7.071
Di-Gata Defenders,Nintendo DS,3.0,Action,2008,12,0.436,0.244,6.216
Alone in the Dark: Inferno,PlayStation 3,6.8,Adventure,2008,12,0.967,0.066,6.899
CSI: NY -- The Game,PC,5.8,Adventure,2008,12,0.825,0.119,7.203
Disney Fairies: Fly!,iPhone,7.5,Action,2008,12,1.089,0.269,6.986
The Monkey King: The Legend Begins,Wii,4.5,Shooter,2008,12,0.631,0.073,6.48
Bike or Die 2,iPhone,7.4,Sports,2008,12,1.052,0.059,7.068
T-Mek,Sega 32X,4.0,Action,2008,12,0.581,0.125,4.0
"Go, Diego, Go! Great Dinosaur Rescue",Nintendo DS,6.0,Platformer,2008,12,0.831,0.034,6.84
Pass The Pigs,iPhone,6.0,Action,2008,12,0.871,0.269,6.986
Penny Arcade's On the Rain-Slick Precipice of Darkness 2,PC,8.1,Adventure,2008,12,1.152,0.119,7.203
Fastlane Street Racing,iPhone,5.0,Racing,2008,12,0.733,0.049,7.341
Madagascar: Escape 2 Africa,Nintendo DS,5.5,Platformer,2008,12,0.761,0.034,6.84
Prince of Persia,PlayStation 3,9.3,Platformer,2008,12,1.288,0.043,7.779
Imagine: Party Babyz,Wii,7.5,Educational,2008,12,1.193,0.006,6.012
Imagine: Interior Designer,Nintendo DS,6.8,Simulation,2008,12,0.993,0.075,5.874
Rune Factory 2: A Fantasy Harvest Moon,Nintendo DS,8.4,RPG,2008,12,1.112,0.082,7.196
Hell's Kitchen,PC,5.0,Simulation,2008,12,0.73,0.053,7.105
Secret Service,PlayStation 2,2.5,Shooter,2008,12,0.351,0.065,6.655
Mushroom Men: The Spore Wars,Wii,7.9,Action,2008,12,1.147,0.268,6.478
Gothic 3: Forsaken Gods (Collector's Edition),PC,3.5,Action,2008,12,0.508,0.243,7.019
Tak and the Guardians of Gross,PlayStation 2,6.6,Platformer,2008,12,0.914,0.033,7.045
Are You Smarter Than A 5th Grader? Make the Grade!,Nintendo DS,5.5,Trivia,2008,12,0.886,0.007,4.286
Hasbro Family Game Night,PlayStation 2,7.0,Board,2008,12,1.059,0.005,5.925
Tomb Raider Underworld,Nintendo DS,7.2,Action,2008,12,1.046,0.244,6.216
My Japanese Coach,Nintendo DS,5.5,Educational,2008,12,0.875,0.028,5.517
Pet Pals: Animal Doctor,Wii,4.1,Virtual Pet,2008,12,0.68,0.012,5.169
Zaxxon Motherbase 2000,Sega 32X,4.0,Action,2008,12,0.581,0.125,4.0
Hasbro Family Game Night,Wii,7.0,Board,2008,12,1.059,0.008,6.145
Prince of Persia (Limited Edition),Xbox 360,9.3,Platformer,2008,12,1.288,0.029,7.592
My Baby Boy,Nintendo DS,5.0,Simulation,2008,12,0.73,0.075,5.874
Bolt,Nintendo DS,4.5,Action,2008,12,0.654,0.244,6.216
Tak and the Guardians of Gross,Wii,6.6,Platformer,2008,12,0.914,0.07,7.043
Call of Duty: World at War,Wireless,6.5,Shooter,2008,12,0.912,0.065,6.907
My Baby Girl,Nintendo DS,5.0,Simulation,2008,12,0.73,0.075,5.874
Bruiser & Scratch,Wii,5.0,Adventure,2008,12,0.711,0.069,6.291
Secret Service,Xbox 360,4.5,Shooter,2008,12,0.631,0.16,7.363
Gothic 3: Forsaken Gods,PC,3.5,Action,2008,12,0.508,0.243,7.019
Secret Service,PC,4.5,Shooter,2008,12,0.631,0.102,7.097
Sonic the Hedgehog 2,Master System,8.0,Platformer,2008,12,1.108,0.385,7.1
Sonic the Hedgehog 2 (Master System),Wii,8.0,Action,2008,12,1.162,0.268,6.478
Block Party,Wii,3.3,Puzzle,2008,12,0.464,0.073,6.325
Guitar Hero World Tour,Wireless,8.5,Music,2008,12,1.221,0.011,6.68
Tom Clancy's EndWar,Nintendo DS,7.1,Strategy,2008,12,0.974,0.048,6.88
Chronicles of Mystery: Scorpio Ritual,PC,7.5,Adventure,2008,12,1.067,0.119,7.203
MotoGP 08,PC,5.0,Racing,2008,12,0.733,0.06,7.141
Disney Fairies: Tinker Bell,Nintendo DS,5.5,Adventure,2008,12,0.782,0.096,6.305
Sonic Unleashed,Xbox 360,4.5,Action,2008,12,0.654,0.298,6.877
Winter Sports 2: The Next Challenge,PlayStation 2,4.0,Sports,2008,12,0.568,0.185,7.206
Mortimer Beckett and the Secrets of Spooky Manor,Wii,6.2,Puzzle,2008,12,0.871,0.073,6.325
Mortal Kombat II,Sega 32X,7.8,Fighting,2008,12,1.105,0.25,5.45
Brothers in Arms: Hour of Heroes,iPhone,6.0,Action,2008,12,0.871,0.269,6.986
Imagine: Wedding Designer,Nintendo DS,2.5,Simulation,2008,12,0.365,0.075,5.874
Everyday Shooter,PlayStation Portable,7.0,Shooter,2008,12,0.982,0.06,7.071
The Legend of Spyro: Dawn of the Dragon,PlayStation 2,7.0,Platformer,2008,12,0.969,0.033,7.045
The Legend of Spyro: Dawn of the Dragon,Xbox 360,7.3,Platformer,2008,12,1.011,0.029,7.592
Need for Speed Undercover,Nintendo DS,6.2,Racing,2008,12,0.909,0.046,5.829
Defendin' de Penguin,Nintendo DS,5.6,Strategy,2008,12,0.768,0.048,6.88
Grand Theft Auto IV,PC,9.2,Action,2008,12,1.336,0.243,7.019
WWF Wrestlemania: The Arcade Game,Sega 32X,5.5,Wrestling,2008,12,0.787,0.062,5.5
Ener-G: Horse Riders,Nintendo DS,4.5,Simulation,2008,12,0.657,0.075,5.874
My Fun Facts Coach,Nintendo DS,5.1,Simulation,2008,12,0.744,0.075,5.874
Worldwide Soccer Manager 2009,PC,7.9,Sports,2008,12,1.123,0.053,7.0
Luxor 3,Wii,7.7,Puzzle,2008,12,1.082,0.073,6.325
Rock Band 2,Wii,9.0,Music,2008,12,1.293,0.046,6.56
Sudoku Challenge!,Wii,4.5,Puzzle,2008,12,0.632,0.073,6.325
Petz Rescue: Endangered Paradise,Nintendo DS,8.0,Simulation,2008,12,1.168,0.075,5.874
Eternal Poison,PlayStation 2,3.5,Strategy,2008,12,0.48,0.029,7.362
Emma in the Mountains,Nintendo DS,3.4,Adventure,2008,12,0.484,0.096,6.305
Emma at the Farm,Nintendo DS,3.4,Adventure,2008,12,0.484,0.096,6.305
Luxor 3,PC,7.5,Puzzle,2008,12,1.053,0.028,7.075
Rock Band 2 (Special Edition),Wii,9.0,Music,2008,12,1.293,0.046,6.56
Hell's Kitchen,Nintendo DS,5.0,Strategy,2008,12,0.686,0.048,6.88
Rise of the Argonauts,PlayStation 3,6.2,Action,2008,12,0.901,0.299,7.022
Rise of the Argonauts,PC,6.5,Action,2008,12,0.944,0.243,7.019
The Incredible Maze,Wii,2.5,Puzzle,2008,12,0.351,0.073,6.325
War Plan Pacific,PC,7.4,Strategy,2008,12,1.015,0.153,7.314
Iron Man: Aerial Assault,iPhone,6.5,Action,2008,12,0.944,0.269,6.986
Mount & Blade,PC,8.0,RPG,2008,12,1.059,0.092,7.66
Hi! Hamtaro Ham-Ham Challenge,Nintendo DS,7.5,Educational,2008,12,1.193,0.028,5.517
Quantum of Solace (Collector's Edition),PlayStation 3,6.8,Shooter,2008,12,0.954,0.135,7.219
Outcry,PC,6.8,Action,2008,12,0.988,0.243,7.019
Nancy Drew: The White Wolf of Icicle Creek,Wii,7.5,Adventure,2008,12,1.067,0.069,6.291
Dungeon Maker II: The Hidden War,PlayStation Portable,8.0,RPG,2008,12,1.059,0.073,6.809
Rise of the Argonauts,Xbox 360,6.2,Action,2008,12,0.901,0.298,6.877
Mushroom Men: Rise of the Fungi,Nintendo DS,5.1,Action,2008,12,0.741,0.244,6.216
Sonic Unleashed,PlayStation 3,4.5,Action,2008,12,0.654,0.299,7.022
Far Cry 2,Wireless,7.5,Shooter,2008,12,1.052,0.065,6.907
Dragon Ball: Origins,Nintendo DS,8.2,Action,2008,12,1.191,0.244,6.216
Time Hollow,Nintendo DS,7.0,Adventure,2008,12,0.996,0.096,6.305
NERF N-Strike,Wii,7.1,Action,2008,12,1.031,0.268,6.478
Little League World Series Baseball 2008,Nintendo DS,5.0,Sports,2008,12,0.71,0.065,5.91
NHL 09,PC,5.5,Sports,2008,12,0.782,0.053,7.0
Tap Tap Dance,iPhone,9.0,Music,2008,12,1.293,0.021,7.568
TV Show King Party,Wii,5.8,Trivia,2008,12,0.935,0.013,5.824
Destroy All Humans! Path of the Furon,Xbox 360,3.0,Adventure,2008,12,0.427,0.044,6.882
Shaun White Snowboarding,PlayStation 2,6.4,Sports,2008,12,0.909,0.185,7.206
Meteos Wars,Xbox 360,8.0,Puzzle,2008,12,1.124,0.043,7.03
Ten Pin Alley 2,Wii,2.0,Sports,2008,12,0.284,0.123,6.013
Hero of Sparta,iPhone,9.0,Action,2008,12,1.307,0.269,6.986
Prince of Persia: The Fallen King,Nintendo DS,6.8,Action,2008,12,0.988,0.244,6.216
Imagine: Movie Star,Nintendo DS,4.0,Simulation,2008,12,0.584,0.075,5.874
Star Wars: The Clone Wars -- Jedi Alliance,Nintendo DS,8.0,Action,2008,12,1.162,0.244,6.216
Pro Evolution Soccer 2009,PlayStation 2,6.8,Sports,2008,12,0.966,0.185,7.206
AMF Bowling World Lanes,Wii,2.5,Sports,2008,12,0.355,0.123,6.013
Pro Evolution Soccer 2009,PlayStation Portable,7.0,Sports,2008,12,0.995,0.141,6.987
PowerUp Forever,Xbox 360,6.5,Shooter,2008,12,0.912,0.16,7.363
Sally's Salon,Nintendo DS,6.2,Strategy,2008,12,0.851,0.048,6.88
Family Fest Presents Movie Games,Wii,4.8,Party,2008,12,0.813,0.025,5.156
Shin Megami Tensei: Persona 4,PlayStation 2,9.0,RPG,2008,12,1.192,0.048,7.442
Hockey Allstar Shootout,Wii,2.0,Sports,2008,12,0.284,0.123,6.013
Monster Jam: Urban Assault,PlayStation 2,5.5,Racing,2008,12,0.807,0.122,6.539
Barbie Horse Adventures: Riding Camp,Wii,6.2,Adventure,2008,12,0.882,0.069,6.291
Monster Jam: Urban Assault,Wii,5.5,Racing,2008,12,0.807,0.057,5.287
Monster Jam: Urban Assault,PlayStation Portable,5.5,Racing,2008,12,0.807,0.103,6.565
Barbie Horse Adventures: Riding Camp,PlayStation 2,6.3,Adventure,2008,12,0.896,0.039,6.315
Ninja Gaiden Sigma (Greatest Hits),PlayStation 3,9.3,Action,2008,12,1.351,0.299,7.022
Barbie Horse Adventures: Riding Camp,PC,6.2,Adventure,2008,12,0.882,0.119,7.203
Crazy Penguin Catapult,iPhone,8.0,Puzzle,2008,12,1.124,0.157,7.828
Princess On Ice,Nintendo DS,6.0,Sports,2008,12,0.853,0.065,5.91
Syberia,Nintendo DS,4.4,Adventure,2008,12,0.626,0.096,6.305
Wordfish,Nintendo DS,6.2,Puzzle,2008,12,0.871,0.083,6.59
Top Chef: The Game,PC,6.5,Strategy,2008,12,0.892,0.153,7.314
Amazing Adventures: The Forgotten Ruins,Nintendo DS,7.5,Adventure,2008,12,1.067,0.096,6.305
Avatar: The Last Airbender -- The Path of Zuko,PC,4.5,Action,2008,12,0.654,0.243,7.019
Neopets Puzzle Adventure,Wii,5.1,Puzzle,2008,12,0.716,0.073,6.325
Strong Bad's Cool Game for Attractive People -- Episode 5: 8-Bit Is Enough,PC,8.6,Adventure,2008,12,1.223,0.119,7.203
Enduro Racer,Wii,5.0,Racing,2008,12,0.733,0.057,5.287
Princess Debut,Nintendo DS,7.0,Action,2008,12,1.017,0.244,6.216
FutureU: The Prep Game for SAT,Nintendo DS,6.8,Educational,2008,12,1.081,0.028,5.517
The Plateau,iPhone,8.5,Puzzle,2008,12,1.194,0.157,7.828
SimCity (2008),iPhone,7.8,Simulation,2008,12,1.139,0.031,7.329
Crystal Defenders W1,iPhone,7.0,Strategy,2008,12,0.961,0.071,7.535
Real Soccer 2009,Nintendo DS,7.0,Sports,2008,12,0.995,0.065,5.91
Chrysler Classic Racing,Nintendo DS,4.0,Racing,2008,12,0.587,0.046,5.829
Chrysler Classic Racing,Wii,4.0,Racing,2008,12,0.587,0.057,5.287
Travel Games For Dummies,Nintendo DS,4.7,Educational,2008,12,0.747,0.028,5.517
Tom Clancy's EndWar,PlayStation Portable,7.1,Strategy,2008,12,0.974,0.054,6.874
Saturday Night Fever: Dance,iPhone,6.2,Music,2008,12,0.89,0.021,7.568
Space Trader: Merchant Marine,PC,5.8,Strategy,2008,12,0.796,0.153,7.314
Monopoly: Here & Now -- World Edition,iPhone,7.0,Board,2008,12,1.059,0.011,6.89
Plattchen: Twist 'n' Paint,Wii,7.4,Puzzle,2008,12,1.039,0.073,6.325
Dropship,iPhone,8.2,Action,2008,12,1.191,0.269,6.986
Agatha Christie: Evil Under the Sun,Wii,4.6,Adventure,2008,12,0.654,0.069,6.291
Game Party 2,Wii,3.0,Party,2008,12,0.508,0.025,5.156
Lumines Supernova,PlayStation 3,8.5,Puzzle,2008,12,1.194,0.036,7.238
EverQuest II: The Shadow Odyssey,PC,7.0,RPG,2008,12,0.927,0.092,7.66
Soldner-X: Himmelssturmer,PlayStation 3,8.0,Shooter,2008,12,1.123,0.135,7.219
I Love Katamari,iPhone,4.5,Action,2008,12,0.654,0.269,6.986
Imagine: Ballet Star,Nintendo DS,4.6,Simulation,2008,12,0.671,0.075,5.874
Barbie Horse Adventures: Riding Camp,Nintendo DS,5.0,Adventure,2008,12,0.711,0.096,6.305
Fate: Undiscovered Realms,PC,7.0,RPG,2008,12,0.927,0.092,7.66
Strong Bad's Cool Game for Attractive People -- Episode 5: 8-Bit Is Enough,Wii,8.6,Adventure,2008,12,1.223,0.069,6.291
The Tale of Despereaux,Wii,2.1,Action,2008,12,0.305,0.268,6.478
The Tale of Despereaux,PlayStation 2,1.9,Action,2008,12,0.276,0.28,6.794
Cradle of Rome,Nintendo DS,5.9,Strategy,2008,12,0.81,0.048,6.88
Defense Grid: The Awakening,PC,8.0,Strategy,2008,12,1.098,0.153,7.314
Tropix,Nintendo DS,6.6,Puzzle,2008,12,0.927,0.083,6.59
Igor: The Game,Nintendo DS,4.0,Action,2008,12,0.581,0.244,6.216
Shattered Suns,PC,4.3,Strategy,2008,12,0.59,0.153,7.314
Merv Griffin's Crosswords,Wii,4.3,Puzzle,2008,12,0.604,0.073,6.325
Crash Commando,PlayStation 3,8.5,Shooter,2008,12,1.193,0.135,7.219
Winx Club: Mission Enchantix,Nintendo DS,5.5,Adventure,2008,12,0.782,0.096,6.305
Bratz Kidz,Nintendo DS,3.0,Party,2008,12,0.508,0.024,6.064
PopStar Guitar,Wii,3.5,Music,2008,12,0.503,0.046,6.56
AMF Bowling: Pinbusters,Nintendo DS,4.8,Sports,2008,12,0.682,0.065,5.91
Battle of Giants: Dinosaurs,Nintendo DS,6.7,Fighting,2008,12,0.949,0.01,6.32
Disney Think Fast,Wii,5.5,Trivia,2008,12,0.886,0.013,5.824
Big Kahuna Party,Wii,4.0,Adventure,2008,12,0.569,0.069,6.291
The Tale of Despereaux,Nintendo DS,7.7,Action,2008,12,1.118,0.244,6.216
Enduro Racer,Master System,5.0,Racing,2008,12,0.733,0.077,5.0
Castle of Magic,Wireless,8.5,Action,2008,12,1.235,0.296,7.055
Family Fest Presents Circus Games -- 20 Big Top Classics!,Wii,2.2,Party,2008,12,0.373,0.025,5.156
Speed Racer: The Videogame,Nintendo DS,8.0,Racing,2008,12,1.173,0.046,5.829
Snail Mail,iPhone,8.0,Racing,2008,12,1.173,0.049,7.341
Rolando,iPhone,9.5,Puzzle,2008,12,1.334,0.157,7.828
Winter Sports 2: The Next Challenge,Xbox 360,4.5,Sports,2008,12,0.639,0.115,7.271
Puzzlegeddon,PC,7.9,Puzzle,2008,12,1.11,0.028,7.075
1112: Episode 01,iPhone,3.5,Simulation,2008,12,0.511,0.031,7.329
A Vampyre Story,PC,7.6,Adventure,2008,12,1.081,0.119,7.203
Lost in Blue: Shipwrecked!,Wii,5.0,Adventure,2008,12,0.711,0.069,6.291
Armageddon Squadron,iPhone,5.5,Flight,2008,12,0.81,0.011,6.88
Hired Guns: The Jagged Edge,PC,5.9,Strategy,2008,12,0.81,0.153,7.314
Platypus,iPhone,6.9,Shooter,2008,12,0.968,0.076,6.996
Centipede,iPhone,8.0,Shooter,2008,12,1.123,0.076,6.996
The Tale of Despereaux,PC,3.0,Action,2009,1,0.436,0.243,7.019
Merv Griffin's Xwords,Xbox 360,5.0,Puzzle,2009,1,0.702,0.043,7.03
Maboshi's Arcade,Wii,8.0,Puzzle,2009,1,1.124,0.073,6.325
Mystery P.I.: Portrait of a Thief,Nintendo DS,6.0,Adventure,2009,1,0.853,0.096,6.305
Candace Kane's Candy Factory,Nintendo DS,5.8,Puzzle,2009,1,0.815,0.083,6.59
SPRay,Wii,5.6,Action,2009,1,0.813,0.268,6.478
Petz Sports,Wii,5.0,Virtual Pet,2009,1,0.83,0.012,5.169
Saints Row 2,PC,6.3,Action,2009,1,0.915,0.243,7.019
Silent Hill: The Escape,iPhone,5.3,Adventure,2009,1,0.754,0.068,7.744
Pirate Master III,iPhone,6.0,Platformer,2009,1,0.831,0.065,7.49
Interpol: The Trail of Dr. Chaos,Xbox 360,4.5,Adventure,2009,1,0.64,0.044,6.882
Monkey Mischief,Wii,4.0,Action,2009,1,0.581,0.268,6.478
Bratz: Girlz Really Rock!,Nintendo DS,5.0,Action,2009,1,0.726,0.244,6.216
Calvin Tucker's Redneck Jamboree,Wii,3.4,Party,2009,1,0.576,0.025,5.156
Bigfoot: Collision Course,Wii,2.1,Racing,2009,1,0.308,0.057,5.287
Master of the Monster Lair,Nintendo DS,6.3,RPG,2009,1,0.834,0.082,7.196
GTR Evolution,PC,8.5,Racing,2009,1,1.246,0.06,7.141
Combat Wings: Battle of Britain,PC,7.0,Simulation,2009,1,1.022,0.053,7.105
Theresia,Nintendo DS,7.1,Adventure,2009,1,1.01,0.096,6.305
Kirby's Dream Land 3,Wii,7.0,Platformer,2009,1,0.969,0.07,7.043
Alan Probe: Amateur Surgeon,iPhone,8.0,Action,2009,1,1.162,0.269,6.986
Puzzle Arcade,Xbox 360,5.0,Puzzle,2009,1,0.702,0.043,7.03
PowerUp Forever,PlayStation 3,6.5,Shooter,2009,1,0.912,0.135,7.219
Brain Challenge,PlayStation Portable,7.2,Puzzle,2009,1,1.011,0.076,6.99
Championship Foosball,Wii,3.5,Sports,2009,1,0.497,0.123,6.013
Pit Crew Panic,Wii,3.9,Racing,2009,1,0.572,0.057,5.287
Hello Kitty Daily,Nintendo DS,2.0,Productivity,2009,1,0.331,0.014,5.767
Elebits: The Adventures of Kai and Zero,Nintendo DS,7.9,Action,2009,1,1.147,0.244,6.216
My Fitness Coach,Wii,7.2,Sports,2009,1,1.023,0.123,6.013
Winter Sports 2: The Next Challenge,Nintendo DS,4.1,Sports,2009,1,0.583,0.065,5.91
Bella Sara,Nintendo DS,6.5,Card,2009,1,0.942,0.019,6.3
Castlevania III: Dracula's Curse,Wii,9.0,Action,2009,1,1.307,0.268,6.478
Space Ninja,iPhone,8.5,Action,2009,1,1.235,0.269,6.986
Castlevania III: Dracula's Curse,NES,9.0,Action,2009,1,1.307,0.319,7.167
World War One -- La Grande Guerre,PC,5.2,Strategy,2009,1,0.714,0.153,7.314
Dora the Explorer: Dora Saves the Snow Princess,Nintendo DS,5.7,Adventure,2009,1,0.811,0.096,6.305
Kirby's Dream Land 3,Super NES,7.0,Platformer,2009,1,0.969,0.121,8.2
Phantasy Star IV,Genesis,9.0,RPG,2009,1,1.192,0.068,6.875
Zoda's Revenge: StarTropics II,Wii,8.5,Adventure,2009,1,1.209,0.069,6.291
Zoda's Revenge: StarTropics II,NES,8.5,Adventure,2009,1,1.209,0.043,8.5
Phantasy Star IV,Wii,9.0,RPG,2009,1,1.192,0.023,7.481
Petz: Horse Club,Wii,6.5,Virtual Pet,2009,1,1.079,0.012,5.169
Crayon Physics Deluxe,PC,8.8,Puzzle,2009,1,1.236,0.028,7.075
NCAA Basketball 09,PlayStation 2,5.1,Sports,2009,1,0.725,0.185,7.206
The Fast and the Furious: Pink Slip,iPhone,8.0,Racing,2009,1,1.173,0.049,7.341
Star Ocean: Second Evolution,PlayStation Portable,8.0,RPG,2009,1,1.059,0.073,6.809
Low Grav Racer,iPhone,5.0,Racing,2009,1,0.733,0.049,7.341
Mahjong Tales: Ancient Wisdom,PlayStation 3,5.2,Board,2009,1,0.786,0.004,5.367
Dancing With The Stars: We Dance!,Nintendo DS,4.5,Music,2009,1,0.646,0.03,6.5
Moon,Nintendo DS,8.5,Action,2009,1,1.235,0.244,6.216
Cuboid,PlayStation 3,9.0,Puzzle,2009,1,1.264,0.036,7.238
Matchstick,Nintendo DS,4.8,Puzzle,2009,1,0.674,0.083,6.59
Petz Rescue: Wildlife Vet,Wii,7.0,Virtual Pet,2009,1,1.161,0.012,5.169
