title,platform,score,genre,release_year,release_month,Game_genre_rate,Prop_of_genre_on_platf,Mean_score_per_genre
Kohan: Ahriman's Gift,PC,8.3,Strategy,2001,12,1.139,0.153,7.314
Conflict Zone: Modern War Strategy,PC,6.7,Strategy,2001,12,0.919,0.153,7.314
Star Trek: Armada II,PC,7.4,Action,2001,12,1.075,0.243,7.019
Baldur's Gate: Dark Alliance,PlayStation 2,9.4,Action,2001,12,1.365,0.28,6.794
Hot Wheels: Extreme Racing,PlayStation,5.0,Racing,2001,12,0.733,0.14,6.771
NFL GameDay 2002,PlayStation 2,6.0,Sports,2001,12,0.853,0.185,7.206
Arctic Thunder,Xbox,6.0,Racing,2001,12,0.88,0.136,6.98
Pikmin,GameCube,9.1,Strategy,2001,12,1.249,0.018,7.367
Super Smash Bros. Melee,GameCube,9.6,Fighting,2001,12,1.36,0.055,7.168
Trade Empires,PC,8.3,Strategy,2001,11,1.139,0.153,7.314
Schizm: Mysterious Journey,PC,3.0,Adventure,2001,11,0.427,0.119,7.203
Ecks vs. Sever,Game Boy Advance,9.0,Shooter,2001,11,1.263,0.029,6.444
Diva Starz: Mall Mania,Game Boy Color,2.0,Action,2001,11,0.29,0.359,6.362
ESPN Great Outdoor Games: Bass 2002,Game Boy Advance,4.0,Hunting,2001,11,0.706,0.003,6.0
Return to Castle Wolfenstein,PC,9.0,Shooter,2001,11,1.263,0.102,7.097
Gradius Galaxies,Game Boy Advance,7.5,Action,2001,11,1.089,0.407,6.456
Dokapon: Monster Hunter,Game Boy Advance,7.5,RPG,2001,11,0.993,0.072,7.539
IL-2 Sturmovik,PC,8.3,Simulation,2001,11,1.212,0.053,7.105
NCAA Final Four 2002,PlayStation 2,6.0,Sports,2001,11,0.853,0.185,7.206
Madden NFL 2002,Game Boy Advance,7.8,Sports,2001,11,1.108,0.109,6.418
Jackie Chan Adventures: Legend of the Dark Hand,Game Boy Advance,7.0,Action,2001,11,1.017,0.407,6.456
Frogger: The Great Quest,PlayStation 2,3.0,Action,2001,11,0.436,0.28,6.794
Takeda,PC,6.5,Strategy,2001,11,0.892,0.153,7.314
Empire Earth,PC,8.5,Strategy,2001,11,1.166,0.153,7.314
SSX Tricky,GameCube,7.9,Sports,2001,11,1.123,0.22,7.566
The Powerpuff Girls: Chemical X-Traction,PlayStation,2.0,Action,2001,11,0.29,0.297,6.203
Twisted Metal: Small Brawl,PlayStation,4.5,Action,2001,11,0.654,0.297,6.203
Dynasty Warriors 3,PlayStation 2,8.5,Action,2001,11,1.235,0.28,6.794
FIFA Soccer 2002,GameCube,8.6,Sports,2001,11,1.222,0.22,7.566
XG3 Extreme-G Racing,GameCube,8.5,Racing,2001,11,1.246,0.104,6.574
Dark Summit,PlayStation 2,7.6,Sports,2001,11,1.08,0.185,7.206
The Simpsons Road Rage,PlayStation 2,5.1,Racing,2001,11,0.748,0.122,6.539
Deadly Dozen,PC,6.4,Shooter,2001,11,0.898,0.102,7.097
Dragon Warrior VII,PlayStation,8.7,RPG,2001,11,1.152,0.055,7.916
Wave Rally,PlayStation 2,7.1,Sports,2001,11,1.009,0.185,7.206
Syphon Filter 3,PlayStation,7.5,Shooter,2001,11,1.052,0.027,6.424
Comanche 4,PC,8.6,Action,2001,11,1.249,0.243,7.019
Tarzan Untamed,PlayStation 2,6.2,Action,2001,11,0.901,0.28,6.794
Jeremy McGrath Supercross World,PlayStation 2,4.9,Sports,2001,11,0.696,0.185,7.206
Frequency,PlayStation 2,9.0,Music,2001,11,1.293,0.049,6.906
Amped: Freestyle Snowboarding,Xbox,8.5,Sports,2001,11,1.208,0.208,7.872
Battle Realms,PC,8.7,Strategy,2001,11,1.194,0.153,7.314
TransWorld Surf,Xbox,8.8,Sports,2001,11,1.25,0.208,7.872
Crazy Taxi,GameCube,6.9,Racing,2001,11,1.012,0.104,6.574
All-Star Baseball 2002,GameCube,6.8,Sports,2001,11,0.966,0.22,7.566
NHL Hitz 20-02,GameCube,7.4,Sports,2001,11,1.052,0.22,7.566
The Simpsons Road Rage,Xbox,6.4,Racing,2001,12,0.939,0.136,6.98
Fatal Fury: Mark of The Wolves,Dreamcast,9.0,Fighting,2001,12,1.275,0.094,8.296
Max Payne,PlayStation 2,8.1,Action,2001,12,1.176,0.28,6.794
NHL 2002,Xbox,9.0,Sports,2001,12,1.279,0.208,7.872
Soccer America International Cup,PlayStation 2,6.0,Sports,2001,12,0.853,0.185,7.206
F1 2001,Xbox,8.5,Racing,2001,12,1.246,0.136,6.98
Beyond Atlantis II: The New World,PC,8.3,Adventure,2001,12,1.18,0.119,7.203
Patrician II: Quest for Power,PC,7.9,Strategy,2001,12,1.084,0.153,7.314
Max Payne,Xbox,8.9,Action,2001,12,1.293,0.305,7.028
Dragon Rage,PlayStation 2,6.2,Shooter,2001,12,0.87,0.065,6.655
SSX Tricky,Xbox,9.0,Sports,2001,12,1.279,0.208,7.872
Wizardry: Tale of the Forsaken Land,PlayStation 2,7.2,RPG,2001,12,0.953,0.048,7.442
Shadow Hearts,PlayStation 2,5.5,RPG,2001,12,0.728,0.048,7.442
The Legend of Alon D'ar,PlayStation 2,4.3,RPG,2001,12,0.569,0.048,7.442
Driven,Game Boy Advance,6.5,Racing,2002,1,0.953,0.088,6.722
NBA 2K2,PlayStation 2,8.6,Sports,2002,1,1.222,0.185,7.206
The Simpsons Road Rage,GameCube,5.8,Racing,2002,1,0.851,0.104,6.574
Tsugunai: Atonement,PlayStation 2,8.4,RPG,2001,12,1.112,0.048,7.442
Azurik: Rise of Perathia,Xbox,6.5,Action,2001,12,0.944,0.305,7.028
Soul Reaver 2: Legacy of Kain,PC,8.8,Adventure,2001,12,1.252,0.119,7.203
Mat Hoffman's Pro BMX,Game Boy Advance,8.6,Sports,2001,12,1.222,0.109,6.418
No Rules: Get Phat,Game Boy Advance,3.0,Action,2001,12,0.436,0.407,6.456
American Bass Challenge,Game Boy Advance,8.0,Hunting,2001,12,1.411,0.003,6.0
S.W.I.N.E.,PC,6.5,Action,2001,12,0.944,0.243,7.019
Monster Rancher Advance,Game Boy Advance,6.5,Strategy,2001,12,0.892,0.026,7.556
Drakan: The Ancients' Gates,PlayStation 2,8.1,Action,2002,2,1.176,0.28,6.794
Salt Lake 2002,PlayStation 2,2.0,Sports,2002,1,0.284,0.185,7.206
Kao the Kangaroo,Game Boy Advance,5.0,Platformer,2002,1,0.692,0.08,6.99
Genma Onimusha,Xbox,8.3,Action,2002,1,1.206,0.305,7.028
Tekken Advance,Game Boy Advance,8.5,Action,2002,1,1.235,0.407,6.456
Star Trek: Voyager: Elite Force,PlayStation 2,6.0,Shooter,2001,12,0.842,0.065,6.655
EverQuest: Shadows of Luclin,PC,8.5,RPG,2001,12,1.125,0.092,7.66
Frank Herbert's Dune,PC,8.2,Adventure,2001,12,1.166,0.119,7.203
Combat,PC,5.0,Action,2001,12,0.726,0.243,7.019
Planet of the Apes,Game Boy Color,6.0,Action,2001,12,0.871,0.359,6.362
Final Fantasy X,PlayStation 2,9.5,RPG,2001,12,1.258,0.048,7.442
Casino Tycoon,PC,6.2,Strategy,2001,12,0.851,0.153,7.314
Nightcaster,Xbox,7.3,Action,2001,12,1.06,0.305,7.028
Cel Damage,GameCube,6.3,Racing,2002,1,0.924,0.104,6.574
NFL QB Club 2002,GameCube,5.4,Sports,2002,1,0.767,0.22,7.566
NCAA March Madness 2002,PlayStation 2,5.0,Sports,2002,1,0.71,0.185,7.206
MX 2002 Featuring Ricky Carmichael,Game Boy Advance,5.0,Racing,2002,1,0.733,0.088,6.722
Mortal Kombat Advance,Game Boy Advance,2.0,Fighting,2002,1,0.283,0.036,6.214
Backyard Basketball 2004,PC,6.5,Sports,2002,1,0.924,0.053,7.0
Universal Studios Theme Park Adventure,GameCube,3.0,Action,2002,1,0.436,0.289,6.938
Dave Mirra Freestyle BMX 2,Game Boy Advance,8.4,Platformer,2001,12,1.163,0.08,6.99
Namco Museum,PlayStation 2,7.0,Compilation,2001,12,0.94,0.007,7.136
The Sims: Hot Date,PC,8.4,Simulation,2001,12,1.226,0.053,7.105
MX 2002 Featuring Ricky Carmichael,Xbox,7.5,Racing,2001,12,1.1,0.136,6.98
NASCAR Heat 2002,Xbox,7.8,Racing,2001,12,1.144,0.136,6.98
Star Wars Starfighter: Special Edition,Xbox,7.8,Flight,2001,12,1.148,0.01,7.662
Dark Arena,Game Boy Advance,8.0,Action,2002,1,1.162,0.407,6.456
AirBlade,PlayStation 2,7.7,Sports,2002,1,1.094,0.185,7.206
SimGolf,PC,8.5,Sports,2002,1,1.208,0.053,7.0
Disciples II: Dark Prophecy,PC,8.6,Strategy,2002,1,1.18,0.153,7.314
Demon World: Dark Armies,PC,3.0,Strategy,2002,1,0.412,0.153,7.314
Baseball Mogul 2002,PC,8.7,Sports,2002,1,1.236,0.053,7.0
Car Tycoon,PC,4.2,Strategy,2002,1,0.576,0.153,7.314
WWF Road to Wrestlemania,Game Boy Advance,3.0,Wrestling,2002,1,0.429,0.011,5.714
Planet of the Apes,Game Boy Advance,6.0,Action,2001,12,0.871,0.407,6.456
Ballistics,PC,7.2,Racing,2001,12,1.056,0.06,7.141
Dig Dug Deeper,PC,6.5,Action,2001,12,0.944,0.243,7.019
Wizardry VIII,PC,7.5,RPG,2001,12,0.993,0.092,7.66
Survivor: The Interactive Game,PC,2.4,Action,2001,12,0.349,0.243,7.019
Rampage: Puzzle Attack,Game Boy Advance,8.5,Puzzle,2001,12,1.194,0.052,6.728
Shaun Palmer's Pro Snowboarder,Game Boy Advance,4.0,Sports,2001,12,0.568,0.109,6.418
Darkened Skye,PC,7.0,Action,2002,2,1.017,0.243,7.019
High Heat Major League Baseball 2003,PlayStation 2,8.8,Sports,2002,2,1.25,0.185,7.206
Maximo: Ghosts to Glory,PlayStation 2,9.2,Action,2002,2,1.336,0.28,6.794
Dark Summit,GameCube,6.5,Sports,2002,2,0.924,0.22,7.566
NFL 2K2,Xbox,8.3,Sports,2002,1,1.179,0.208,7.872
Tetris Worlds,PC,5.7,Puzzle,2002,1,0.801,0.028,7.075
Clusterball,PC,6.8,Sports,2002,1,0.966,0.053,7.0
Rez,PlayStation 2,8.5,Music,2002,1,1.221,0.049,6.906
Headhunter,Dreamcast,9.0,Action,2002,1,1.307,0.29,7.034
Conflict Zone: Modern War Strategy,Dreamcast,5.6,Strategy,2002,1,0.768,0.01,6.433
Battlecruiser Millennium,PC,7.2,Simulation,2002,1,1.051,0.053,7.105
Silent Hill 2: Restless Dreams,Xbox,8.2,Adventure,2002,1,1.166,0.034,6.821
The Powerpuff Girls: Mojo Jojo A-Go-Go!,Game Boy Advance,6.5,Action,2002,1,0.944,0.407,6.456
NBA Inside Drive 2002,Xbox,8.7,Sports,2002,1,1.236,0.208,7.872
Star Wars: Jedi Power Battles,Game Boy Advance,4.0,Action,2002,1,0.581,0.407,6.456
NBA Courtside 2002,GameCube,7.5,Sports,2002,1,1.066,0.22,7.566
Mobile Suit Gundam: Zeonic Front,PlayStation 2,6.5,Strategy,2002,1,0.892,0.029,7.362
Black & White: Creature Isle,PC,7.9,Simulation,2002,1,1.153,0.053,7.105
Cruis'n Velocity,Game Boy Advance,6.0,Racing,2001,12,0.88,0.088,6.722
Midway's Greatest Arcade Hits,Game Boy Advance,3.5,Action,2001,12,0.508,0.407,6.456
Frogger's Adventure: Temple of the Frog,Game Boy Advance,8.0,Platformer,2001,12,1.108,0.08,6.99
Lineage: The Blood Pledge,PC,7.8,RPG,2001,12,1.033,0.092,7.66
Legends of Wrestling,PlayStation 2,4.9,Wrestling,2001,12,0.701,0.012,7.4
Tennis Masters Series,PC,6.5,Sports,2001,12,0.924,0.053,7.0
Batman Vengeance,Xbox,8.2,Action,2001,12,1.191,0.305,7.028
Prehistorik Man,Game Boy Advance,6.0,Platformer,2002,2,0.831,0.08,6.99
NHL 2K2,Dreamcast,9.2,Sports,2002,2,1.307,0.14,7.373
Mall Tycoon,PC,4.7,Simulation,2002,2,0.686,0.053,7.105
Super Mario Advance 2: Super Mario World,Game Boy Advance,9.3,Platformer,2002,2,1.288,0.08,6.99
ESPN International Winter Sports 2002,GameCube,5.5,Sports,2002,2,0.782,0.22,7.566
NFL Blitz 20-02,PlayStation 2,8.0,Sports,2002,2,1.137,0.185,7.206
ESPN International Winter Sports 2002,PlayStation 2,5.5,Sports,2002,2,0.782,0.185,7.206
Sonic Adventure 2: Battle,GameCube,6.9,Platformer,2002,2,0.955,0.069,6.666
Fighting Legends,PC,6.5,Fighting,2002,1,0.921,0.009,7.345
Blood Wake,Xbox,8.4,Action,2002,1,1.22,0.305,7.028
Mega Man X6,PlayStation,8.0,Action,2002,1,1.162,0.297,6.203
Star Wars: Obi-Wan,Xbox,5.9,Action,2002,1,0.857,0.305,7.028
Jade Cocoon 2,PlayStation 2,7.9,RPG,2001,12,1.046,0.048,7.442
Giants: Citizen Kabuto,PlayStation 2,8.0,Adventure,2001,12,1.138,0.039,6.315
Parappa The Rapper 2,PlayStation 2,7.0,Music,2002,1,1.005,0.049,6.906
Original War,PC,4.5,Strategy,2002,1,0.618,0.153,7.314
Hoshigami: Ruining Blue Earth,PlayStation,4.0,Strategy,2002,1,0.549,0.035,6.65
Medal of Honor: Allied Assault,PC,9.3,Shooter,2002,1,1.305,0.102,7.097
Trevor Chan's Capitalism II,PC,9.0,Simulation,2002,1,1.314,0.053,7.105
WWF Raw [2002],Xbox,9.1,Wrestling,2002,2,1.301,0.011,7.189
Hot Wheels: Burnin' Rubber,Game Boy Advance,8.0,Racing,2002,2,1.173,0.088,6.722
Jonny Moseley Mad Trix,PlayStation 2,3.0,Sports,2002,2,0.426,0.185,7.206
ESPN NFL Prime Time 2002,Xbox,4.0,Sports,2002,2,0.568,0.208,7.872
GoDai Elemental Force,PlayStation 2,2.5,Action,2002,2,0.363,0.28,6.794
Donald Duck Advance,Game Boy Advance,6.5,Action,2002,2,0.944,0.407,6.456
Wreckless: The Yakuza Missions,Xbox,9.0,Racing,2002,2,1.32,0.136,6.98
World Tour Soccer 2002,PlayStation 2,8.1,Sports,2002,2,1.151,0.185,7.206
Salt Lake 2002,PC,2.0,Sports,2002,2,0.284,0.053,7.0
Circus Maximus: Chariot Wars,Xbox,3.8,Racing,2002,2,0.557,0.136,6.98
ESPN NBA 2Night 2002,PlayStation 2,5.7,Sports,2002,2,0.81,0.185,7.206
Hot Shots Golf 3,PlayStation 2,8.0,Sports,2002,3,1.137,0.185,7.206
NBA Jam 2002,Game Boy Advance,2.0,Sports,2002,3,0.284,0.109,6.418
Fighter Ace III,PC,8.2,Simulation,2002,3,1.197,0.053,7.105
NASCAR Racing 2002 Season,PC,8.9,Racing,2002,3,1.305,0.06,7.141
Grandia II,PlayStation 2,7.0,RPG,2002,2,0.927,0.048,7.442
Serious Sam: The Second Encounter,PC,9.2,Shooter,2002,2,1.291,0.102,7.097
Salt Lake 2002,Game Boy Advance,5.1,Sports,2002,2,0.725,0.109,6.418
Forever Kingdom,PlayStation 2,7.0,RPG,2002,2,0.927,0.048,7.442
Sonic Advance,Game Boy Advance,9.1,Platformer,2002,2,1.26,0.08,6.99
Star Wars Starfighter,PC,7.7,Flight,2002,2,1.134,0.014,7.214
NBA 2K2,Xbox,8.8,Sports,2002,2,1.25,0.208,7.872
Doubutsu no Mori,Nintendo 64,8.6,Adventure,2002,2,1.223,0.017,7.0
NBA Street,GameCube,8.6,Sports,2002,2,1.222,0.22,7.566
Pirates: The Legend of Black Kat,PlayStation 2,7.3,Action,2002,2,1.06,0.28,6.794
Columns Crown,Game Boy Advance,7.2,Puzzle,2002,2,1.011,0.052,6.728
Gitaroo-Man,PlayStation 2,8.5,Music,2002,2,1.221,0.049,6.906
Star Wars Racer Revenge,PlayStation 2,8.4,Racing,2002,2,1.232,0.122,6.539
Jet Set Radio Future,Xbox,9.1,Action,2002,2,1.322,0.305,7.028
Pac-Man World 2,GameCube,7.0,Platformer,2002,3,0.969,0.069,6.666
Moto Racer 3,PC,6.9,Racing,2002,3,1.012,0.06,7.141
Eve of Extinction,PlayStation 2,3.5,Action,2002,3,0.508,0.28,6.794
Tony Hawk's Pro Skater 3,Game Boy Advance,9.6,Sports,2002,3,1.364,0.109,6.418
Tony Hawk's Pro Skater 3,Xbox,9.5,Sports,2002,3,1.35,0.208,7.872
18-Wheeler American Pro Trucker,GameCube,5.0,Racing,2002,3,0.733,0.104,6.574
Zone of the Enders: The Fist of Mars,Game Boy Advance,6.3,Action,2002,3,0.915,0.407,6.456
NHL 2002,Game Boy Advance,7.9,Sports,2002,3,1.123,0.109,6.418
Peter Pan in Disney's Return to Never Land,PlayStation,5.3,Platformer,2002,3,0.734,0.044,6.559
Home Run King,GameCube,6.2,Sports,2002,3,0.881,0.22,7.566
Star Trek: Bridge Commander,PC,9.0,Simulation,2002,2,1.314,0.053,7.105
UFC: Tapout,Xbox,8.3,Fighting,2002,2,1.176,0.048,6.787
Puyo Pop,Game Boy Advance,9.0,Puzzle,2002,2,1.264,0.052,6.728
ESPN Winter X Games Snowboarding 2002,PlayStation 2,7.2,Sports,2002,2,1.023,0.185,7.206
Breath of Fire,Game Boy Advance,7.6,RPG,2002,2,1.006,0.072,7.539
New Legends,Xbox,5.5,Action,2002,2,0.799,0.305,7.028
Tiger Woods PGA Tour 2002,PC,8.2,Sports,2002,2,1.165,0.053,7.0
MotoGP 2,PlayStation 2,7.8,Racing,2002,2,1.144,0.122,6.539
Fatal Frame,PlayStation 2,7.9,Adventure,2002,3,1.124,0.039,6.315
Destroyer Command,PC,5.6,Simulation,2002,3,0.817,0.053,7.105
Knockout Kings 2002,Xbox,8.8,Sports,2002,3,1.25,0.208,7.872
Jeremy McGrath Supercross World,GameCube,3.8,Sports,2002,3,0.54,0.22,7.566
American Hunting Volume 1: Varmint Hunter,PC,1.2,Hunting,2002,3,0.212,0.004,5.653
Peter Pan in Disney's Return to Never Land,Game Boy Advance,5.0,Platformer,2002,3,0.692,0.08,6.99
Command & Conquer Renegade,PC,7.4,Action,2002,3,1.075,0.243,7.019
Ecco the Dolphin: Defender of the Future,PlayStation 2,7.8,Action,2002,3,1.133,0.28,6.794
SEGA Soccer Slam,GameCube,8.2,Sports,2002,3,1.165,0.22,7.566
GunValkyrie,Xbox,9.0,Action,2002,3,1.307,0.305,7.028
James Bond 007: Agent Under Fire,GameCube,7.7,Shooter,2002,3,1.08,0.067,7.015
Mad Maestro,PlayStation 2,6.5,Music,2002,3,0.934,0.049,6.906
Bloody Roar: Primal Fury,GameCube,7.7,Fighting,2002,3,1.091,0.055,7.168
Mister Mosquito,PlayStation 2,7.5,Action,2002,3,1.089,0.28,6.794
Hunting Unlimited,PC,7.5,Action,2002,2,1.089,0.243,7.019
State of Emergency,PlayStation 2,8.3,Action,2002,2,1.206,0.28,6.794
Jekyll & Hyde [2001],PC,2.7,Action,2002,2,0.392,0.243,7.019
Smashing Drive,GameCube,3.4,Racing,2002,2,0.499,0.104,6.574
Tropico: Paradise Island,PC,8.5,Simulation,2002,2,1.241,0.053,7.105
Crash Bandicoot: The Huge Adventure,Game Boy Advance,9.0,Platformer,2002,3,1.246,0.08,6.99
All-Star Baseball 2003,PlayStation 2,8.9,Sports,2002,3,1.265,0.185,7.206
All-Star Baseball 2003,Xbox,8.9,Sports,2002,3,1.265,0.208,7.872
RalliSport Challenge,Xbox,9.2,Racing,2002,2,1.349,0.136,6.98
Tiger Woods PGA Tour 2002,PlayStation 2,8.0,Sports,2002,2,1.137,0.185,7.206
Pac-Man World 2,PlayStation 2,7.9,Platformer,2002,2,1.094,0.033,7.045
Dark Planet: Battle for Natrolis,PC,7.5,Strategy,2002,3,1.029,0.153,7.314
Diggles: The Myth of Fenris,PC,7.2,Strategy,2002,3,0.988,0.153,7.314
SpyHunter,GameCube,6.8,Racing,2002,3,0.997,0.104,6.574
Herdy Gerdy,PlayStation 2,7.5,Adventure,2002,3,1.067,0.039,6.315
Triple Play 2002,PlayStation 2,5.9,Sports,2002,3,0.838,0.185,7.206
Sled Storm,PlayStation 2,8.5,Racing,2002,3,1.246,0.122,6.539
Mike Tyson Boxing,Game Boy Advance,4.8,Sports,2002,3,0.682,0.109,6.418
SpyHunter,Xbox,7.0,Racing,2002,3,1.027,0.136,6.98
Warlords Battlecry II,PC,8.5,Strategy,2002,3,1.166,0.153,7.314
Gauntlet: Dark Legacy,GameCube,5.0,Action,2002,3,0.726,0.289,6.938
Star Wars Jedi Starfighter,PlayStation 2,9.0,Flight,2002,3,1.325,0.013,7.236
Shadow Man: 2econd Coming,PlayStation 2,7.7,Action,2002,3,1.118,0.28,6.794
Army Men: Operation Green,Game Boy Advance,6.2,Action,2002,3,0.901,0.407,6.456
Knockout Kings 2002,PlayStation 2,8.9,Sports,2002,3,1.265,0.185,7.206
Grandia II,PC,7.9,RPG,2002,3,1.046,0.092,7.66
All-Star Baseball 2003,GameCube,8.3,Sports,2002,3,1.179,0.22,7.566
World of Outlaws: Sprint Cars 2002,PlayStation 2,7.3,Racing,2002,4,1.071,0.122,6.539
Blood Omen 2: Legacy of Kain,PC,7.1,Action,2002,4,1.031,0.243,7.019
MotoGP [2002],Game Boy Advance,6.9,Racing,2002,4,1.012,0.088,6.722
Army Men: RTS,PlayStation 2,5.4,Strategy,2002,4,0.741,0.029,7.362
Star Wars Jedi Knight II: Jedi Outcast,PC,9.0,Action,2002,4,1.307,0.243,7.019
Smash Court Tennis Pro Tournament,PlayStation 2,8.0,Sports,2002,3,1.137,0.185,7.206
Tom Clancy's Ghost Recon: Desert Siege,PC,8.6,Shooter,2002,3,1.207,0.102,7.097
King's Field: The Ancient City,PlayStation 2,6.6,RPG,2002,3,0.874,0.048,7.442
Shrek Swamp Kart Speedway,Game Boy Advance,3.0,Racing,2002,3,0.44,0.088,6.722
Konami Collector's Series: Arcade Advanced,Game Boy Advance,9.0,Action,2002,3,1.307,0.407,6.456
NFL Blitz 20-02,GameCube,7.9,Sports,2002,3,1.123,0.22,7.566
ESPN International Winter Sports 2002,Xbox,5.5,Sports,2002,3,0.782,0.208,7.872
Freedom Force,PC,9.3,RPG,2002,3,1.231,0.092,7.66
WRC: World Rally Championship,PlayStation 2,8.7,Racing,2002,3,1.276,0.122,6.539
Blood Omen 2: Legacy of Kain,Xbox,7.7,Action,2002,3,1.118,0.305,7.028
Blood Omen 2: Legacy of Kain,PlayStation 2,7.4,Adventure,2002,3,1.052,0.039,6.315
High Heat Major League Baseball 2003,Game Boy Advance,5.1,Sports,2002,3,0.725,0.109,6.418
Space Invaders,Game Boy Advance,8.1,Action,2002,3,1.176,0.407,6.456
Baseball Advance,Game Boy Advance,8.8,Sports,2002,3,1.25,0.109,6.418
NFL Blitz 20-02,Xbox,8.0,Sports,2002,3,1.137,0.208,7.872
Real Pool 2,PC,3.0,Sports,2002,3,0.426,0.053,7.0
NBA 2K2,GameCube,8.6,Sports,2002,3,1.222,0.22,7.566
Triple Play 2002,Xbox,3.8,Sports,2002,3,0.54,0.208,7.872
Ice Age,Game Boy Advance,4.5,Action,2002,3,0.654,0.407,6.456
Virtua Fighter 4,PlayStation 2,9.3,Fighting,2002,3,1.318,0.052,7.046
High Heat Major League Baseball 2003,PC,7.0,Sports,2002,4,0.995,0.053,7.0
Might and Magic IX,PC,6.7,RPG,2002,4,0.887,0.092,7.66
Top Angler: Real Bass Fishing,PlayStation 2,3.9,Hunting,2002,4,0.688,0.012,6.085
Cossacks: The Art of War,PC,7.5,Strategy,2002,4,1.029,0.153,7.314
Motocross Maniacs Advance,Game Boy Advance,6.0,Racing,2002,4,0.88,0.088,6.722
Donald Duck: Goin' Quackers,GameCube,5.2,Platformer,2002,4,0.72,0.069,6.666
Heroes of Might and Magic IV,PC,8.7,Strategy,2002,4,1.194,0.153,7.314
The Three Stooges,Game Boy Advance,6.0,Action,2002,4,0.871,0.407,6.456
Carnivores: Cityscape,PC,6.5,Shooter,2002,4,0.912,0.102,7.097
Broken Sword: The Shadow of the Templars,Game Boy Advance,7.5,Adventure,2002,4,1.067,0.023,6.057
Pirates: The Legend of Black Kat,Xbox,6.0,Adventure,2002,4,0.853,0.034,6.821
Civilization: Call to Power,Macintosh,4.8,Strategy,2002,6,0.659,0.124,7.876
Bugdom,Macintosh,7.0,Action,2002,6,1.017,0.226,7.661
Star Trek: Voyager: Elite Force,Macintosh,9.0,Shooter,2002,6,1.263,0.095,8.562
Muscle Car 2: American Spirit,PC,1.5,Racing,2002,6,0.22,0.06,7.141
Muppet Pinball Mayhem,Game Boy Advance,7.9,Pinball,2002,6,1.208,0.01,7.167
Global Operations,PC,8.4,Shooter,2002,4,1.179,0.102,7.097
Tom Clancy's Rainbow Six: Rogue Spear,Game Boy Advance,8.4,Action,2002,4,1.22,0.407,6.456
The Scorpion King: Sword of Osiris,Game Boy Advance,8.0,Action,2002,4,1.162,0.407,6.456
The Sims: Vacation,PC,8.0,Simulation,2002,4,1.168,0.053,7.105
Monster Jam: Maximum Destruction,Game Boy Advance,5.5,Action,2002,4,0.799,0.407,6.456
ESPN MLS Extra Time 2002,GameCube,7.1,Sports,2002,4,1.009,0.22,7.566
UFC: Throwdown,PlayStation 2,7.4,Fighting,2002,6,1.048,0.052,7.046
Scooby-Doo! Night of 100 Frights,PlayStation 2,6.7,Platformer,2002,6,0.928,0.033,7.045
All-Star Baseball 2003,Game Boy Advance,7.8,Sports,2002,6,1.108,0.109,6.418
Lost Kingdoms,GameCube,5.9,Card,2002,6,0.855,0.012,6.867
Way of the Samurai,PlayStation 2,7.8,Action,2002,6,1.133,0.28,6.794
SpyHunter,Game Boy Advance,7.2,Racing,2002,6,1.056,0.088,6.722
Star Wars Jedi Starfighter,Xbox,8.0,Flight,2002,6,1.178,0.01,7.662
Legends of Wrestling,Xbox,7.0,Wrestling,2002,6,1.001,0.011,7.189
Tony Hawk's Pro Skater 3,PC,9.3,Sports,2002,4,1.322,0.053,7.0
ESPN MLS Extra Time 2002,Xbox,7.1,Sports,2002,4,1.009,0.208,7.872
James Bond 007: Agent Under Fire,Xbox,7.6,Shooter,2002,4,1.066,0.118,7.485
Dungeon Siege,PC,8.5,Action,2002,4,1.235,0.243,7.019
Driven,GameCube,3.6,Racing,2002,4,0.528,0.104,6.574
Tetris Worlds,PlayStation 2,3.8,Puzzle,2002,4,0.534,0.011,6.567
Atari Anniversary Advance,Game Boy Advance,8.0,Action,2002,4,1.162,0.407,6.456
Savage Skies,PlayStation 2,4.0,Flight,2002,4,0.589,0.013,7.236
Baseball Mogul 2003,PC,8.9,Sports,2002,5,1.265,0.053,7.0
Soldier of Fortune II: Double Helix,PC,8.8,Shooter,2002,5,1.235,0.102,7.097
Hunter: The Reckoning,Xbox,8.7,Action,2002,5,1.264,0.305,7.028
Warrior Kings,PC,7.8,Strategy,2002,5,1.07,0.153,7.314
Deus Ex: The Conspiracy,PlayStation 2,7.9,RPG,2002,5,1.046,0.048,7.442
Burnout,Xbox,7.6,Racing,2002,4,1.115,0.136,6.98
Spider-Man: The Movie,PC,8.0,Action,2002,4,1.162,0.243,7.019
Blender Bros.,Game Boy Advance,7.8,Action,2002,4,1.133,0.407,6.456
Burnout,GameCube,7.8,Racing,2002,4,1.144,0.104,6.574
MotoGP: Ultimate Racing Technology,Xbox,8.8,Racing,2002,6,1.29,0.136,6.98
Medal of Honor: Frontline,PlayStation 2,8.0,Shooter,2002,6,1.123,0.065,6.655
Desert Strike Advance,Game Boy Advance,8.0,Action,2002,6,1.162,0.407,6.456
Test Drive,PlayStation 2,7.7,Racing,2002,6,1.129,0.122,6.539
World Series Baseball [2002],Xbox,9.0,Sports,2002,5,1.279,0.208,7.872
Looney Tunes: Space Race,PlayStation 2,6.9,Racing,2002,5,1.012,0.122,6.539
Duke Nukem: Manhattan Project,PC,7.7,Shooter,2002,5,1.08,0.102,7.097
