title,platform,score,genre,release_year,release_month
Detective Comics,Print,8.7,DC Comics,2019,5
Detective Comics,Print,8.7,DC Comics,2019,5
Detective Comics,Print,8.7,DC Comics,2019,5
Detective Comics,Print,8.7,DC Comics,2019,5
Detective Comics,Print,8.7,DC Comics,2019,5
Detective Comics,Print,8.7,DC Comics,2019,5
Detective Comics,Print,8.7,DC Comics,2019,5
Detective Comics,Print,8.7,DC Comics,2019,5
Detective Comics,Print,8.7,DC Comics,2019,5
Detective Comics,Print,8.7,DC Comics,2019,5
Observation,PC,9,Adventure,2020,6
Observation,PlayStation 4,9,Adventure,2020,6
Observation,Xbox One,9,Adventure,2020,6
Team Sonic Racing,PC,8.5,SEGA,2021,3
Team Sonic Racing,PlayStation 4,8.5,SEGA,2021,3
Team Sonic Racing,Luna,8.5,SEGA,2021,3
The Amazing Spider-Man,Print,8.1,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.1,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.1,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.1,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.1,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.1,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.1,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.1,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.1,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.1,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.1,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.1,Marvel Comics,2020,3
War Of The Realms,Print,7,Marvel Comics,2019,6
War Of The Realms,Print,7,Marvel Comics,2019,6
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Batman,Print,9,DC Comics,2020,3
Life is Strange 2 -- Episode 3,PC,6.9,Adventure,2019,5
Life is Strange 2 -- Episode 3,Xbox One,6.9,Adventure,2019,5
Life is Strange 2 -- Episode 3,PlayStation 4,6.9,Adventure,2019,5
A Plague Tale: Innocence,PC,7,Action,2021,7
A Plague Tale: Innocence,Xbox One,7,Action,2021,7
A Plague Tale: Innocence,PlayStation 4,7,Action,2021,7
A Plague Tale: Innocence,PlayStation 5,7,Action,2021,7
Rage 2,Xbox One,8,PC,2019,11
Rage 2,PC,8,PC,2019,11
John Wick 3,Blu-ray,8.5,Action,2019,9
Saints Row 3,Xbox 360,6.8,Action,2019,5
Saints Row 3,PlayStation 3,6.8,Action,2019,5
Saints Row 3,PlayStation 3,6.8,Action,2019,5
Saints Row 3,Xbox 360,6.8,Action,2019,5
Saints Row 3,PC,6.8,Action,2019,5
Close to the Sun,PC,7.2,Action,2019,10
Close to the Sun,Xbox One,7.2,Action,2019,10
Close to the Sun,PlayStation 4,7.2,Action,2019,10
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
The Walking Dead,Print,8.1,Skybound,2019,7
War Of The Realms,Print,7.9,Marvel Comics,2019,6
War Of The Realms,Print,7.9,Marvel Comics,2019,6
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
Batman,Print,8.3,DC Comics,2020,3
DCeased,Print,8,DC Comics,2019,5
DCeased,Print,8,DC Comics,2019,5
Risk of Rain 2,PC,9,Action,2020,9
Risk of Rain 2,PlayStation 4,9,Action,2020,9
Risk of Rain 2,Xbox One,9,Action,2020,9
Mortal Kombat 11,PC,7.8,Fighting,2020,11
Mortal Kombat 11,Xbox One,7.8,Fighting,2020,11
Mortal Kombat 11,PlayStation 4,7.8,Fighting,2020,11
Mortal Kombat 11,Stadia,7.8,Fighting,2020,11
Mortal Kombat 11,PlayStation 5,7.8,Fighting,2020,11
Days Gone,PlayStation 4,6.5,Adventure,2021,5
Days Gone,PC,6.5,Adventure,2021,5
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
World War Z,Xbox One,7.4,PC,2023,1
World War Z,PC,7.4,PC,2023,1
World War Z,Xbox Series X|S,7.4,PC,2023,1
Heroes in Crisis,Print,8.8,DC Comics,2019,5
Heroes in Crisis,Print,8.8,DC Comics,2019,5
Heroes in Crisis,Print,8.8,DC Comics,2019,5
The Elder Scrolls Blades,iPhone,5.4,iPhone,2020,5
SteamWorld Quest,Stadia,8.6,RPG,2020,3
Mortal Kombat 11,PC,9,Fighting,2020,11
Mortal Kombat 11,Xbox One,9,Fighting,2020,11
Mortal Kombat 11,PlayStation 4,9,Fighting,2020,11
Mortal Kombat 11,Stadia,9,Fighting,2020,11
Mortal Kombat 11,PlayStation 5,9,Fighting,2020,11
Katana Zero,PC,8.7,Action,2019,4
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
The Amazing Spider-Man,Print,8.6,Marvel Comics,2020,3
War Of The Realms,Print,7.5,Marvel Comics,2019,6
War Of The Realms,Print,7.5,Marvel Comics,2019,6
Pathway,PC,7,RPG,2021,5
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Batman,Print,9.2,DC Comics,2020,3
Nintendo Labo VR Kit,Nintendo Switch,7.9,Educational,2019,4
Ghost Giant,PlayStation 4,8.3,Adventure,2019,4
Earth Defense Force: Iron Rain,PlayStation 4,7.2,Action,2019,10
Earth Defense Force: Iron Rain,PC,7.2,Action,2019,10
Outward,Xbox One,5,RPG,2024,3
Outward,PlayStation 4,5,RPG,2024,3
Outward,PC,5,RPG,2024,3
Outward,Xbox Series X|S,5,RPG,2024,3
Outward,Nintendo Switch,5,RPG,2024,3
The Amazing Spider-Man,Print,7,Marvel Comics,2020,3
The Amazing Spider-Man,Print,7,Marvel Comics,2020,3
The Amazing Spider-Man,Print,7,Marvel Comics,2020,3
The Amazing Spider-Man,Print,7,Marvel Comics,2020,3
The Amazing Spider-Man,Print,7,Marvel Comics,2020,3
The Amazing Spider-Man,Print,7,Marvel Comics,2020,3
The Amazing Spider-Man,Print,7,Marvel Comics,2020,3
The Amazing Spider-Man,Print,7,Marvel Comics,2020,3
The Amazing Spider-Man,Print,7,Marvel Comics,2020,3
The Amazing Spider-Man,Print,7,Marvel Comics,2020,3
The Amazing Spider-Man,Print,7,Marvel Comics,2020,3
The Amazing Spider-Man,Print,7,Marvel Comics,2020,3
Hellboy,Blu-ray,4,Action,2019,7
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Batman,Print,8.2,DC Comics,2020,3
Falcon Age,PlayStation 4,8,Adventure,2019,9
Falcon Age,PC,8,Adventure,2019,9
Phoenix Wright: Ace Attorney Trilogy,iPad,7.5,Adventure,2019,4
Phoenix Wright: Ace Attorney Trilogy,iPhone,7.5,Adventure,2019,4
Phoenix Wright: Ace Attorney Trilogy,Nintendo 3DS,7.5,Adventure,2019,4
Phoenix Wright: Ace Attorney Trilogy,PC,7.5,Adventure,2019,4
Phoenix Wright: Ace Attorney Trilogy,Xbox One,7.5,Adventure,2019,4
Phoenix Wright: Ace Attorney Trilogy,PlayStation 4,7.5,Adventure,2019,4
Phoenix Wright: Ace Attorney Trilogy,Android,7.5,Adventure,2019,4
Dangerous Driving,Xbox One,7.2,Racing,2019,4
Dangerous Driving,PlayStation 4,7.2,Racing,2019,4
Dangerous Driving,PC,7.2,Racing,2019,4
Shazam,Blu-ray,8.8,Action,2019,7
Battlefield 5,PlayStation 4,7,PC,2019,3
Battlefield 5,Xbox One,7,PC,2019,3
Battlefield 5,PlayStation 4,7,PC,2019,3
Battlefield 5,Xbox One,7,PC,2019,3
Battlefield 5,PC,7,PC,2019,3
Battlefield 5,Xbox One,7,PC,2019,3
Battlefield 5,PlayStation 4,7,PC,2019,3
Battlefield 5,PC,7,PC,2019,3
Battlefield 5,PlayStation 4,7,PC,2019,3
Battlefield 5,Xbox One,7,PC,2019,3
Battlefield 5,PC,7,PC,2019,3
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
The Walking Dead,Print,8.7,Skybound,2019,7
War Of The Realms,Print,8,Marvel Comics,2019,6
War Of The Realms,Print,8,Marvel Comics,2019,6
Borderlands,Xbox 360,8,Action,2010,10
Borderlands,PlayStation 3,8,Action,2010,10
Borderlands,PC,8,Action,2010,10
Borderlands,Xbox 360,8,Action,2010,10
Borderlands,PC,8,Action,2010,10
Borderlands,PlayStation 3,8,Action,2010,10
Borderlands,Macintosh,8,Action,2010,10
MLB The Show 19,PlayStation 4,8.7,Sports,2018,3
Tropico 6,PlayStation 4,7.3,PC,2022,3
Tropico 6,Xbox One,7.3,PC,2022,3
Tropico 6,Xbox Series X|S,7.3,PC,2022,3
Power Rangers: Battle for the Grid,Xbox One,6.8,Fighting,2020,6
Power Rangers: Battle for the Grid,PlayStation 4,6.8,Fighting,2020,6
Power Rangers: Battle for the Grid,PC,6.8,Fighting,2020,6
Assassin's Creed III: Remastered,PC,7.8,Ubisoft,2019,5
Assassin's Creed III: Remastered,PlayStation 4,7.8,Ubisoft,2019,5
The Amazing Spider-Man,Print,4.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,4.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,4.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,4.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,4.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,4.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,4.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,4.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,4.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,4.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,4.8,Marvel Comics,2020,3
The Amazing Spider-Man,Print,4.8,Marvel Comics,2020,3
Heroes in Crisis,Print,8.3,DC Comics,2019,5
Heroes in Crisis,Print,8.3,DC Comics,2019,5
Heroes in Crisis,Print,8.3,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
Detective Comics,Print,9.6,DC Comics,2019,5
